DescriptorUI	DescriptorName
D053180	Animal Nutrition Sciences
D000825	Animal Structures
D000826	Animal Testing Alternatives
D000827	Animal Welfare
D023401	Animal Use Alternatives
D037901	Euthanasia, Animal
D000828	Animal Population Groups
D000829	Animals, Domestic
D000830	Animals, Laboratory
D000826	Animal Testing Alternatives
D004195	Disease Models, Animal
D007756	Laboratory Animal Science
D035843	Biomedical Research
D000831	Animals, Newborn
D000832	Animals, Poisonous
D000833	Animals, Suckling
D000835	Animals, Wild
D000836	Animals, Zoo
D000837	Anion Exchange Resins
D000838	Anions
D000839	Aniseikonia
D000840	Anisoles
D000841	Anisomycin
D000900	Anti-Bacterial Agents
D000981	Antiprotozoal Agents
D011500	Protein Synthesis Inhibitors
D019384	Nucleic Acid Synthesis Inhibitors
D000842	Ankle
D000842	Ankle
D016512	Ankle Injuries
D000843	Ankle Joint
D013639	Tarsal Bones
D000843	Ankle Joint
D000843	Ankle Joint
D016512	Ankle Injuries
D000842	Ankle
D000844	Ankylosis
D000845	Annelida
D000846	Anniversaries and Special Events
D000847	Annual Reports as Topic
D000848	Anodontia
D000849	Anomia
D000850	Anomie
D010554	Personality Disorders
D012920	Social Behavior Disorders
D000851	Anonyms and Pseudonyms
D000852	Anopheles
D000853	Anophthalmos
D000854	Anoplura
D000855	Anorexia
D000856	Anorexia Nervosa
D000856	Anorexia Nervosa
D000855	Anorexia
D057215	Body Dysmorphic Disorders
D000857	Olfaction Disorders
D020431	Olfactory Nerve Diseases
D000858	Anovulation
D000860	Hypoxia
D002534	Hypoxia, Brain
D020925	Hypoxia-Ischemia, Brain
D000861	Anserine
D000862	Ant Venoms
D000863	Antacids
D000897	Anti-Ulcer Agents
D000864	Antarctic Regions
D000865	Antazoline
D006634	Histamine H1 Antagonists
D018926	Anti-Allergic Agents
D000866	Antelopes
D000867	Anterior Chamber
D000868	Anterior Compartment Syndrome
D000869	Anterior Eye Segment
D000870	Anterior Horn Cells
D000871	Anthelmintics
D000872	Anthocyanins
D000873	Anthracenes
D000874	Anthracosilicosis
D000875	Anthralin
D003879	Dermatologic Agents
D000876	Anthramycin
D000903	Antibiotics, Antineoplastic
D000877	Anthranilate Phosphoribosyltransferase
D000878	Anthranilate Synthase
D000880	Anthraquinones
D000881	Anthrax
D000882	Haplorhini
D000883	Anthropology
D015186	Hominidae
D000884	Anthropology, Cultural
D005008	Ethnopsychology
D036301	Qualitative Research
D000885	Anthropology, Physical
D000886	Anthropometry
D001699	Biometry
D005826	Genetics, Medical
D000886	Anthropometry
D001823	Body Composition
D001837	Body Weights and Measures
D000887	Anthroposophy
D000888	Antibodies, Anti-Idiotypic
D007130	Immunoglobulin Idiotypes
D018716	Molecular Mimicry
D007155	Immunologic Factors
D000889	Anti-Arrhythmia Agents
D000319	Adrenergic beta-Antagonists
D002121	Calcium Channel Blockers
D000890	Anti-Infective Agents
D000871	Anthelmintics
D000981	Antiprotozoal Agents
D000891	Anti-Infective Agents, Local
D004202	Disinfectants
D000892	Anti-Infective Agents, Urinary
D000893	Anti-Inflammatory Agents
D000894	Anti-Inflammatory Agents, Non-Steroidal
D000897	Anti-Ulcer Agents
D000863	Antacids
D006635	Histamine H2 Antagonists
D000898	Antibiosis
D000899	Aurodox
D000900	Anti-Bacterial Agents
D000900	Anti-Bacterial Agents
D000903	Antibiotics, Antineoplastic
D000904	Antibiotics, Antitubercular
D000906	Antibodies
D000906	Antibodies
D000917	Antibody Formation
D000906	Antibodies
D007153	Immunologic Deficiency Syndromes
D000937	Antigen-Antibody Reactions
D007155	Immunologic Factors
D000907	Antibodies, Bacterial
D007155	Immunologic Factors
D000908	Antibodies, Fungal
D007155	Immunologic Factors
D000909	Antibodies, Helminth
D007155	Immunologic Factors
D000910	Antibodies, Heterophile
D007155	Immunologic Factors
D000911	Antibodies, Monoclonal
D006825	Hybridomas
D007155	Immunologic Factors
D000912	Antibodies, Neoplasm
D007155	Immunologic Factors
D000913	Antibodies, Protozoan
D007155	Immunologic Factors
D000914	Antibodies, Viral
D007155	Immunologic Factors
D000915	Antibody Affinity
D000916	Antibody Diversity
D000917	Antibody Formation
D060966	Clonal Selection, Antigen-Mediated
D000918	Antibody Specificity
D018033	Antibodies, Bispecific
D037182	T-Cell Antigen Receptor Specificity
D000919	Antibody-Coated Bacteria Test, Urinary
D000920	Antibody-Dependent Cell Cytotoxicity
D000921	Antibody-Producing Cells
D006462	Hemolytic Plaque Technique
D000922	Immunotoxins
D007155	Immunologic Factors
D000923	Anticestodal Agents
D000924	Anticholesteremic Agents
D000925	Anticoagulants
D000926	Anticodon
D000927	Anticonvulsants
D012640	Seizures
D000928	Antidepressive Agents
D008996	Monoamine Oxidase Inhibitors
D000929	Antidepressive Agents, Tricyclic
D000930	Antidiarrheals
D000931	Antidotes
D000992	Antitoxins
D000997	Antivenins
D002614	Chelating Agents
D002801	Cholinesterase Reactivators
D000932	Antiemetics
D000933	Antifibrinolytic Agents
D000934	Antifoaming Agents
D000935	Antifungal Agents
D005659	Fungicides, Industrial
D000936	Antigen-Antibody Complex
D007105	Immune Complex Diseases
D007155	Immunologic Factors
D000937	Antigen-Antibody Reactions
D001666	Binding Sites, Antibody
D006969	Hypersensitivity, Immediate
D000938	Antigen-Presenting Cells
D000949	Histocompatibility Antigens Class II
D008213	Lymphocyte Activation
D017951	Antigen Presentation
D000939	Epitopes
D000888	Antibodies, Anti-Idiotypic
D000915	Antibody Affinity
D018604	Epitope Mapping
D018716	Molecular Mimicry
D000940	Antigenic Variation
D000941	Antigens
D000937	Antigen-Antibody Reactions
D011946	Receptors, Antigen
D000942	Antigens, Bacterial
D000943	Antigens, Differentiation
D000944	Antigens, Differentiation, B-Lymphocyte
D000945	Antigens, Differentiation, T-Lymphocyte
D000946	Antigens, Fungal
D000947	Antigens, Helminth
D000949	Histocompatibility Antigens Class II
D005802	Genes, MHC Class II
D000950	Antigens, Ly
D000951	Antigens, Neoplasm
D000952	Antigens, Polyomavirus Transforming
D000953	Antigens, Protozoan
D000954	Antigens, Surface
D000955	Antigens, T-Independent
D000956	Antigens, Viral
D000957	Antigens, Viral, Tumor
D000958	Antigua and Barbuda
D000959	Antihypertensive Agents
D000317	Adrenergic alpha-Antagonists
D000319	Adrenergic beta-Antagonists
D000806	Angiotensin-Converting Enzyme Inhibitors
D004232	Diuretics
D005730	Ganglionic Blockers
D014665	Vasodilator Agents
D000960	Hypolipidemic Agents
D000961	Antilymphocyte Serum
D007155	Immunologic Factors
D007166	Immunosuppressive Agents
D000962	Antimalarials
D018501	Antirheumatic Agents
D000963	Antimetabolites
D000964	Antimetabolites, Antineoplastic
D000965	Antimony
D000966	Antimony Potassium Tartrate
D012556	Schistosomicides
D000967	Antimony Sodium Gluconate
D000981	Antiprotozoal Agents
D012556	Schistosomicides
D000968	Antimycin A
D000900	Anti-Bacterial Agents
D000935	Antifungal Agents
D000969	Antinematodal Agents
D000970	Antineoplastic Agents
D003603	Cytotoxins
D007261	Infusions, Intra-Arterial
D010478	Chemotherapy, Cancer, Regional Perfusion
D015275	Tumor Lysis Syndrome
D016461	Chemoembolization, Therapeutic
D016588	Anticarcinogenic Agents
D000971	Antineoplastic Combined Chemotherapy Protocols
D000972	Antineoplastic Agents, Phytogenic
D000974	Antibodies, Antinuclear
D003095	Collagen Diseases
D007155	Immunologic Factors
D000975	Antioxidants
D000072	Oxygen Radical Absorbance Capacity
D010592	Pharmaceutic Aids
D018384	Oxidative Stress
D000976	Antipain
D011480	Protease Inhibitors
D000977	Antiparasitic Agents
D000978	Antiparkinson Agents
D000979	alpha-2-Antiplasmin
D000933	Antifibrinolytic Agents
D015842	Serine Proteinase Inhibitors
D000980	Antiplatyhelmintic Agents
D000981	Antiprotozoal Agents
D000982	Antipruritics
D000983	Antipyrine
D000894	Anti-Inflammatory Agents, Non-Steroidal
D000985	Antisepsis
D000986	Antisickling Agents
D000987	Antisocial Personality Disorder
D019955	Conduct Disorder
D000988	Antispermatogenic Agents
D000989	Antistreptolysin
D007155	Immunologic Factors
D000990	Antithrombin III
D000990	Antithrombin III
D020152	Antithrombin III Deficiency
D000991	Antithrombins
D000991	Antithrombins
D000992	Antitoxins
D000931	Antidotes
D007155	Immunologic Factors
D000993	Antitreponemal Agents
D000994	Antitrichomonal Agents
D000995	Antitubercular Agents
D014376	Tuberculosis
D018088	Tuberculosis, Multidrug-Resistant
D000996	Antitussive Agents
D005100	Expectorants
D000997	Antivenins
D000931	Antidotes
D007155	Immunologic Factors
D000998	Antiviral Agents
D018894	Reverse Transcriptase Inhibitors
D038301	Virus Inactivation
D000999	Antlers
D001000	Ants
D001001	Anura
D001002	Anuria
D001003	Anal Canal
D011351	Proctoscopy
D001004	Anus Diseases
D001005	Anus Neoplasms
D001006	Anus, Imperforate
D001007	Anxiety
D000072	Phobia, Social
D001008	Anxiety Disorders
D014151	Anti-Anxiety Agents
D001008	Anxiety Disorders
D001007	Anxiety
D014151	Anti-Anxiety Agents
D001009	Anxiety, Castration
D001010	Anxiety, Separation
D001011	Aorta
D001026	Coronary Artery Bypass
D001027	Aortography
D001012	Aorta, Abdominal
D001013	Aorta, Thoracic
D001014	Aortic Aneurysm
D001015	Aortic Arch Syndromes
D001016	Aortic Bodies
D001017	Aortic Coarctation
D001018	Aortic Diseases
D001019	Aortic Rupture
D001020	Aortic Stenosis, Subvalvular
D001021	Aortic Valve
D001022	Aortic Valve Insufficiency
D001023	Aortic Valve Prolapse
D001024	Aortic Valve Stenosis
D002312	Cardiomyopathy, Hypertrophic
D001025	Aortitis
D001026	Coronary Artery Bypass
D001027	Aortography
D001028	Aortopulmonary Septal Defect
D001029	Aotus trivirgatus
D001030	Apamin
D001031	Apatites
D001032	Apazone
D000894	Anti-Inflammatory Agents, Non-Steroidal
D014528	Uricosuric Agents
D001034	Apgar Score
D001035	Aphakia
D001036	Aphakia, Postcataract
D019591	Pseudophakia
D001037	Aphasia
D018887	Landau-Kleffner Syndrome
D001039	Aphasia, Broca
D001041	Aphasia, Wernicke
D001042	Aphids
D001044	Aphonia
D001045	Aphorisms and Proverbs as Topic
D001046	Aphrodisiacs
D001047	Apicoectomy
D001048	Aplysia
D001049	Apnea
D001050	Apocrine Glands
D013546	Sweating
D001051	Apoenzymes
D001052	Apoferritins
D001053	Apolipoproteins
D001054	Apolipoproteins A
D001055	Apolipoproteins B
D000012	Abetalipoproteinemia
D001056	Apolipoproteins C
D001057	Apolipoproteins E
D001058	Apomorphine
D004639	Emetics
D018491	Dopamine Agonists
D001059	Apoproteins
D001060	Aporphines
D001061	Appalachian Region
D001062	Appendectomy
D001063	Appendiceal Neoplasms
D011553	Pseudomyxoma Peritonei
D001064	Appendicitis
D001065	Appendix
D001062	Appendectomy
D001066	Appetite
D001067	Appetite Depressants
D019167	Appetite Stimulants
D066249	Craving
D001067	Appetite Depressants
D001068	Feeding and Eating Disorders
D001069	Appetite Regulation
D001070	Appetitive Behavior
D002562	Ceremonial Behavior
D001071	Appointments and Schedules
D001072	Apraxias
D001073	Aprindine
D000889	Anti-Arrhythmia Agents
D061567	Voltage-Gated Sodium Channel Blockers
D001074	Propoxur
D002800	Cholinesterase Inhibitors
D007306	Insecticides
D001076	Aptitude
D001077	Aptitude Tests
D001078	APUD Cells
D019858	Enteroendocrine Cells
D001079	Apudoma
D009377	Multiple Endocrine Neoplasia
D001080	Apurinic Acid
D001081	Apyrase
D001082	Aqueous Humor
D001083	Arabia
D001084	Vidarabine Phosphate
D000963	Antimetabolites
D000998	Antiviral Agents
D001085	Arabinofuranosylcytosine Triphosphate
D019384	Nucleic Acid Synthesis Inhibitors
D001086	Arabinofuranosyluracil
D001087	Arabinonucleosides
D001088	Arabinonucleotides
D001089	Arabinose
D001091	Arachidonate Lipoxygenases
D001092	Arachidonate 12-Lipoxygenase
D001092	Arachidonate 12-Lipoxygenase
D016859	Lipoxygenase Inhibitors
D001093	Arachidonate 15-Lipoxygenase
D001093	Arachidonate 15-Lipoxygenase
D016859	Lipoxygenase Inhibitors
D001094	Arachidonate 5-Lipoxygenase
D001094	Arachidonate 5-Lipoxygenase
D016859	Lipoxygenase Inhibitors
D001095	Arachidonic Acids
D001096	Arachnid Vectors
D001097	Arachnida
D001098	Spider Bites
D013111	Spider Venoms
D001099	Arachnoid
D001100	Arachnoiditis
D001101	Arbaprostil
D000897	Anti-Ulcer Agents
D001102	Arbovirus Infections
D001103	Arboviruses
D001116	Arenaviridae
D002043	Bunyaviridae
D012087	Reoviridae
D014035	Togaviridae
D018067	Flaviviridae
D001104	Arbutin
D001105	Archaea
D001106	Archaeology
D010162	Paleography
D001107	Architectural Accessibility
D001108	Architecture
D001109	Archives
D001110	Arctic Regions
D001111	Arcuate Nucleus of Hypothalamus
D001112	Arcus Senilis
D001113	Area Health Education Centers
D001114	Areca
D001115	Arecoline
D018679	Cholinergic Agonists
D001116	Arenaviridae
D001117	Arenaviridae Infections
D001118	Argentina
D001119	Arginase
D001119	Arginase
D020162	Hyperargininemia
D020162	Hyperargininemia
D001120	Arginine
D001121	Lysine Carboxypeptidase
D001122	Arginine Kinase
D001123	Argininosuccinate Lyase
D001123	Argininosuccinate Lyase
D056807	Argininosuccinic Aciduria
D056807	Argininosuccinic Aciduria
D001124	Argininosuccinate Synthase
D020159	Citrullinemia
D001125	Argininosuccinic Acid
D001126	Arginine-tRNA Ligase
D001127	Arginine Vasopressin
D006490	Hemostatics
D014662	Vasoconstrictor Agents
D050034	Antidiuretic Agents
D001128	Argon
D001129	Argyria
D001130	Arizona
D001131	Arkansas
D001132	Arm
D001132	Arm
D001134	Arm Injuries
D005552	Forelimb
D001133	Bones of Upper Extremity
D001134	Arm Injuries
D001135	Armadillos
D001136	Armenia
D001138	Armin
D002800	Cholinesterase Inhibitors
D001139	Arnold-Chiari Malformation
D001140	Aroclors
D004785	Environmental Pollutants
D001141	Aromatase
D001141	Aromatase
D047072	Aromatase Inhibitors
D001142	Aromatic-L-Amino-Acid Decarboxylases
D001142	Aromatic-L-Amino-Acid Decarboxylases
D065105	Aromatic Amino Acid Decarboxylase Inhibitors
D001143	Arousal
D001145	Arrhythmias, Cardiac
D000889	Anti-Arrhythmia Agents
D004554	Electric Countershock
D001146	Arrhythmia, Sinus
D001147	Arsanilic Acid
D001148	Arsenamide
D005369	Filaricides
D001149	Arsenates
D001150	Arsenazo III
D004396	Coloring Agents
D007202	Indicators and Reagents
D001151	Arsenic
D001151	Arsenic
D020261	Arsenic Poisoning
D001152	Arsenicals
D001152	Arsenicals
D020261	Arsenic Poisoning
D001152	Arsenicals
D020261	Arsenic Poisoning
D013439	Sulfhydryl Reagents
D001153	Arsphenamine
D000993	Antitreponemal Agents
D001154	Art
D000716	Anatomy, Artistic
D008488	Medical Illustration
D008512	Medicine in the Arts
D001155	Art Therapy
D001156	Artemia
D001157	Arterial Occlusive Diseases
D001158	Arteries
D000792	Angiography
D004691	Endarterectomy
D001159	Arterio-Arterial Fistula
D001160	Arterioles
D001161	Arteriosclerosis
D004036	Diet, Atherogenic
D017073	Atherectomy
D017700	Embolism, Cholesterol
D001162	Arteriosclerosis Obliterans
D001163	Arteriovenous Anastomosis
D001164	Arteriovenous Fistula
D001165	Arteriovenous Malformations
D001165	Arteriovenous Malformations
D000798	Angiomatosis
D001164	Arteriovenous Fistula
D006391	Hemangioma
D001166	Arteriovenous Shunt, Surgical
D001167	Arteritis
D001168	Arthritis
D015210	Arthritis, Gouty
D015535	Arthritis, Psoriatic
D001169	Arthritis, Experimental
D001170	Arthritis, Infectious
D001171	Arthritis, Juvenile
D001172	Arthritis, Rheumatoid
D001173	Arthrobacter
D001174	Arthrodesis
D001175	Arthrography
D001176	Arthrogryposis
D001177	Arthropathy, Neurogenic
D001178	Arthroplasty
D001179	Arthropod Vectors
D001180	Arthropod Venoms
D001181	Arthropods
D001182	Arthroscopy
D020679	Arthroscopes
D001183	Arthus Reaction
D001184	Articulation Disorders
D001185	Artificial Intelligence
D000066	Heuristics
D001186	Artificial Limbs
D001187	Artificial Organs
D001188	Artiodactyla
D001189	Aryl Hydrocarbon Hydroxylases
D001190	Arylsulfonates
D001191	Arylamine N-Acetyltransferase
D001192	Arylsulfatases
D001193	Arytenoid Cartilage
D001194	Asbestos
D002273	Carcinogens
D001195	Asbestosis
D001196	Ascariasis
D001197	Ascaridia
D001198	Ascaridiasis
D001199	Ascaridoidea
D001200	Ascaris
D001201	Ascites
D001202	Ascitic Fluid
D010533	Peritoneal Lavage
D001203	Ascomycota
D001204	Ascorbate Oxidase
D001205	Ascorbic Acid
D001205	Ascorbic Acid
D001206	Ascorbic Acid Deficiency
D000975	Antioxidants
D014815	Vitamins
D001206	Ascorbic Acid Deficiency
D012614	Scurvy
D001207	Asepsis
D001208	Asia
D001209	Asia, Central
D001210	Asia, Southeastern
D001211	Asia, Western
D001212	Asialoglycoproteins
D037263	Asialoglycoprotein Receptor
D001213	Asian Americans
D001215	Asparaginase
D000970	Antineoplastic Agents
D001216	Asparagine
D001217	Aspartate-Ammonia Ligase
D001218	Aspartame
D013549	Sweetening Agents
D001219	Aspartate Aminotransferases
D001220	Aspartate Ammonia-Lyase
D001221	Aspartate Carbamoyltransferase
D001222	Aspartate Kinase
D001223	Aspartate-Semialdehyde Dehydrogenase
D001224	Aspartic Acid
D001225	Aspartokinase Homoserine Dehydrogenase
D001226	Aspartate-tRNA Ligase
D001227	Aspartylglucosylaminase
D001227	Aspartylglucosylaminase
D054880	Aspartylglucosaminuria
D001228	Aspergillosis
D001229	Aspergillosis, Allergic Bronchopulmonary
D001230	Aspergillus
D001231	Aspergillus flavus
D000348	Aflatoxins
D001232	Aspergillus fumigatus
D001233	Aspergillus nidulans
D001234	Aspergillus niger
D001235	Aspergillus ochraceus
D001236	Aspergillus oryzae
D001237	Asphyxia
D001237	Asphyxia
D001238	Asphyxia Neonatorum
D001238	Asphyxia Neonatorum
D001239	Inhalation
D001240	Aspirations, Psychological
D001241	Aspirin
D000894	Anti-Inflammatory Agents, Non-Steroidal
D005343	Fibrinolytic Agents
D010975	Platelet Aggregation Inhibitors
D016861	Cyclooxygenase Inhibitors
D058633	Antipyretics
D001242	Assertiveness
D001243	Assisted Circulation
D006353	Heart-Assist Devices
D001244	Association
D014936	Word Association Tests
D001245	Association Learning
D001246	Astatine
D001247	Asthenia
D000073	Frailty
D005221	Fatigue
D009440	Neurasthenia
D018908	Muscle Weakness
D001248	Asthenopia
D001249	Asthma
D018927	Anti-Asthmatic Agents
D001250	Asthma, Exercise-Induced
D064706	Vocal Cord Dysfunction
D001251	Astigmatism
D001252	Astringents
D001253	Astrocytes
D001812	Blood-Brain Barrier
D001254	Astrocytoma
D001255	Astrology
D001256	Astronomy
D001257	Mamastrovirus
D001259	Ataxia
D001260	Ataxia Telangiectasia
D001261	Pulmonary Atelectasis
D001262	Atenolol
D000889	Anti-Arrhythmia Agents
D000959	Antihypertensive Agents
D013565	Sympatholytics
D058671	Adrenergic beta-1 Receptor Antagonists
D001264	Athetosis
D001265	Athletic Injuries
D001266	Atlantic Islands
D001267	Atlantic Ocean
D001268	Atlanto-Axial Joint
D001269	Atlanto-Occipital Joint
D001270	Cervical Atlas
D001271	Atlases as Topic
D001272	Atmosphere
D001273	Atmosphere Exposure Chambers
D001274	Atmospheric Pressure
D000531	Altitude
D000860	Hypoxia
D001469	Barotrauma
D003665	Decompression Sickness
D006931	Hyperbaric Oxygenation
D001275	ATP Citrate (pro-S)-Lyase
D001276	ATP Phosphoribosyltransferase
D001277	GTP Pyrophosphokinase
D001278	Atractyloside
D004791	Enzyme Inhibitors
D001279	Atracurium
D003473	Neuromuscular Nondepolarizing Agents
D018733	Nicotinic Antagonists
D001280	Atrazine
D006540	Herbicides
D001281	Atrial Fibrillation
D001282	Atrial Flutter
D001283	Atrioventricular Node
D001284	Atrophy
D001285	Atropine
D001285	Atropine
D001286	Atropine Derivatives
D000759	Adjuvants, Anesthesia
D000889	Anti-Arrhythmia Agents
